title,publication_date,domain,topic,topic_summary,x,y,url
Elon Musk urges US check that gold isn't missing from Fort Knox,2025-02-18,usatoday.com,0,uncategorized,-26.423628,-19.18927,https://www.usatoday.com/story/news/politics/2025/02/18/elon-musk-gold-fort-knox/79102837007/
Into the ring: Trump education chief pick McMahon testifies on cutting 'red tape' amid DOGE sweeps,2025-02-10,foxnews.com,0,uncategorized,-13.989231,13.457689,https://www.foxnews.com/politics/trump-education-chief-pick-mcmahon-testify-cutting-red-tape-doge-sweeps
âSome of the things that I say will be incorrectâ: Musk backs away from false claim of $50 million for Gaza condoms,2025-02-12,cnn.com,0,uncategorized,12.250796,10.828127,https://www.cnn.com/2025/02/12/politics/some-of-the-things-that-i-say-will-be-incorrect-musk-backs-away-from-false-claim-of-usd50-million-for-gaza-condoms/index.html
Elon Musk will withdraw his nearly $100 billion bid for OpenAI if it remains a nonprofit,2025-02-13,cnn.com,2,Elon Musk's OpenAI Bid,27.86964,-28.48607,https://www.cnn.com/2025/02/13/tech/elon-musk-openai-bid/index.html
Elon Musk raises alarm over Social Security,2025-02-17,newsweek.com,0,uncategorized,13.520697,22.58047,https://www.newsweek.com/elon-musk-raises-alarm-social-security-doge-2032052
"Trump orders halt on ""wasteful"" pennies after DOGE highlighted cost",2025-02-10,newsweek.com,0,uncategorized,-8.252304,24.724987,https://www.newsweek.com/trump-orders-halt-wasteful-pennies-after-doge-highlighted-cost-2028633
Elon Musk appears with Trump and tries to claim ‘Doge’ team is transparent,2025-02-12,theguardian.com,0,uncategorized,-0.9719647,-2.4608955,https://www.theguardian.com/us-news/2025/feb/11/elon-musk-trump-doge
Elon Musk demands judge be fired for ridiculing Trump's legal argument,2025-02-12,newsweek.com,0,uncategorized,-11.558479,-5.9834895,https://www.newsweek.com/president-donald-trump-elon-musk-doge-cdc-fda-webpages-federal-judge-restored-2029871
CNBC Daily Open: Worries over BYD and Elon Musk send Tesla shares down,2025-02-12,cnbc.com,0,uncategorized,18.521482,-22.090546,https://www.cnbc.com/2025/02/12/cnbc-daily-open-worries-over-byd-and-elon-musk-send-tesla-shares-down.html
Stephen Miller: DOGE staff will access IRS data on 'programmatic level',2025-02-17,newsweek.com,0,uncategorized,5.6273255,19.028677,https://www.newsweek.com/stephen-miller-doge-staff-will-access-irs-data-programmatic-level-2032430
"""Islamic State will capitalize"" after Musk's DOGE shutters USAID",2025-02-16,newsweek.com,0,uncategorized,-25.091352,-5.39174,https://www.newsweek.com/islamic-state-will-capitalize-after-musks-doge-shutters-usaid-2031069
"CDC's ""disease detectives"" halved as part of DOGE cuts at health agencies",2025-02-14,cbsnews.com,0,uncategorized,-21.063107,7.171298,https://www.cbsnews.com/sanfrancisco/news/cdc-disease-detectives-doge-cuts-health-agencies/
Sam Altman tells OpenAI staff that board hasn't seen 'anything official' from Musk,2025-02-11,cnbc.com,2,Elon Musk's OpenAI Bid,28.272175,-27.001923,https://www.cnbc.com/2025/02/11/sam-altman-tells-openai-staff-that-board-hasnt-seen-anything-official-from-elon-.html
Elon Musk to be let inside Fort Knox depository to inspect gold reserves,2025-02-21,cbsnews.com,0,uncategorized,-25.878124,-19.541574,https://www.cbsnews.com/news/fort-knoxs-gold-trump-elon-musk/
"Republicans change tune on Elon Musk, but not Tesla",2025-02-10,newsweek.com,0,uncategorized,15.405163,-24.596275,https://www.newsweek.com/republican-change-tune-elon-musk-not-tesla-2029028
Trump Media sues Brazil Supreme Court justice who once crossed Musk,2025-02-19,cnbc.com,0,uncategorized,2.01814,-27.960274,https://www.cnbc.com/2025/02/19/trump-media-brazil-supreme-court-lawsuit-elon-musk.html
DOGE seeks access to highly sensitive taxpayer data at IRS,2025-02-17,cnn.com,0,uncategorized,5.767134,20.125685,https://www.cnn.com/2025/02/17/politics/doge-irs-taxpayer-data/index.html
'Not American': Dem governors lash out at Elon Musk's 'cruel' DOGE efforts,2025-02-20,foxnews.com,0,uncategorized,-1.5534142,-8.82966,https://www.foxnews.com/politics/not-american-dem-governors-lash-out-elon-musks-cruel-doge-efforts
Video of Donald Trump interrupting Elon Musk goes viral,2025-02-19,newsweek.com,0,uncategorized,15.535033,-3.162135,https://www.newsweek.com/video-donald-trump-interrupting-elon-musk-goes-viral-2033028
"DOGE, EPA cut $67M in grants for lefty groups pushing Biden’s ‘environmental justice’ mandate",2025-02-22,nypost.com,0,uncategorized,-22.436779,20.740639,https://nypost.com/2025/02/22/us-news/doge-cuts-67-m-in-epa-grants-for-environmental-justice-groups/
White House says DOGE doesn't have statutory authority to fire anyone,2025-02-18,newsweek.com,1,Elon Musk's Influence in Government,-8.65656,-5.237195,https://www.newsweek.com/white-house-says-doge-doesnt-have-statutory-authority-fire-anyone-2032914
Exclusive—Cliff Maloney: We Need a DOGE in Every State,2025-02-19,breitbart.com,0,uncategorized,-21.564987,15.684881,https://www.breitbart.com/politics/2025/02/19/exclusive-cliff-maloney-we-need-a-doge-in-every-state/
Elon Musk reveals how often he talks to Donald Trump,2025-02-11,newsweek.com,0,uncategorized,3.9608693,-2.5567448,https://www.newsweek.com/elon-musk-reveals-how-often-he-talks-donald-trump-2029688
"AI Battle Royale: Elon Musk Bids $97 Billion to Buy OpenAI, Sam Altman Counters with Offer for X",2025-02-11,breitbart.com,2,Elon Musk's OpenAI Bid,25.606226,-27.117619,https://www.breitbart.com/tech/2025/02/11/ai-battle-royale-elon-musk-bids-97-billion-to-buy-openai-sam-altman-counters-with-offer-for-x/
USPS faces DOGE audit calls,2025-02-19,newsweek.com,0,uncategorized,-10.407637,22.44451,https://www.newsweek.com/usps-faces-doge-audit-calls-2033034
"Mental health agency loses 1 in 10 staffers to DOGE cuts, 988 hotline team impacted",2025-02-21,cbsnews.com,0,uncategorized,-21.691074,7.199733,https://www.cbsnews.com/news/samhsa-mental-health-agency-doge-job-cuts-988-hotline/
"Layoffs underway as Trump, Musk look to gut federal workforce",2025-02-13,usatoday.com,0,uncategorized,-19.57207,3.4821012,https://www.usatoday.com/story/news/politics/2025/02/13/trump-musk-federal-workforce-mass-firings/78524273007/
Donald Trump faces new legal challenge from labor groups over DOGE cuts,2025-02-20,newsweek.com,0,uncategorized,-19.474236,-3.2233458,https://www.newsweek.com/donald-trump-faces-legal-challenge-labor-group-doge-cuts-2034026
"Exclusive – ‘President of Peace’: Elise Stefanik to Tout Trump’s Case for Nobel Peace Prize, call for 'Global DOGE' at CPAC",2025-02-22,breitbart.com,0,uncategorized,-3.486293,16.677776,https://www.breitbart.com/politics/2025/02/22/exclusive-president-peace-elise-stefanik-to-tout-trumps-case-nobel-peace-prize-call-for-global-doge-cpac/
"Photos show Trump, Musk 50501 protests across the US",2025-02-17,newsweek.com,0,uncategorized,1.1260723,-19.76024,https://www.newsweek.com/photos-show-trump-musk-50501-protests-across-us-2032448
Steve Bannon sends warning to Republicans amid Elon Musk feud,2025-02-20,newsweek.com,0,uncategorized,18.779316,-9.468331,https://www.newsweek.com/donald-trump-elon-musk-oligarch-steve-bannon-2033744
Who is Michelle King? Social Security head quits over reported DOGE dispute,2025-02-18,newsweek.com,0,uncategorized,10.044231,24.952715,https://www.newsweek.com/who-michelle-king-social-security-head-quits-doge-dispute-2032467
"'Under attack': JFK's only grandson rips DOGE, family members in series of vulgar social media rants",2025-02-19,foxnews.com,0,uncategorized,-1.7132077,-6.0455675,https://www.foxnews.com/politics/under-attack-jfks-only-grandson-rips-doge-family-members-series-vulgar-social-media-rants
Who is James Fishback? Investor who created DOGE stimulus check plan,2025-02-20,newsweek.com,0,uncategorized,-3.473365,30.621264,https://www.newsweek.com/james-fishback-investorwho-created-doge-stimulus-check-plan-2034116
Judge approves DOGE access to student data,2025-02-18,usatoday.com,0,uncategorized,-13.108391,9.229013,https://www.usatoday.com/story/news/education/2025/02/18/doge-student-data-education-department-judge-approves/79062995007/
"Germany's Musk-endorsed AfD calls for ""good relations"" with Russia",2025-02-17,newsweek.com,0,uncategorized,14.767413,-18.390036,https://www.newsweek.com/germanys-musk-endorsed-afd-calls-good-relations-russia-2032117
"Karoline Leavitt: Trump, Elon Musk's DOGE team are doing what Democrats promised 'for decades'",2025-02-18,foxnews.com,0,uncategorized,2.234576,4.684735,https://www.foxnews.com/media/karoline-leavitt-trump-elon-musks-doge-team-doing-what-democrats-promised-for-decades
Elon Musk leads an offer to buy ChatGPTâs parent company for nearly $100 billion,2025-02-10,cnn.com,2,Elon Musk's OpenAI Bid,26.582678,-26.813768,https://www.cnn.com/2025/02/10/tech/openai-elon-musk-purchase/index.html
"Social Security head Michelle King resigns after clash with Musk, DOGE",2025-02-18,usatoday.com,0,uncategorized,11.690712,24.218063,https://www.usatoday.com/story/news/politics/2025/02/18/social-security-official-michelle-king-resigns/79056807007/
A DOGE stimulus check? What to know about request floated by Trump,2025-02-18,usatoday.com,3,DOGE stimulus check debate,-6.0220695,27.721348,https://www.usatoday.com/story/money/2025/02/18/doge-stimulus-check-internet/79121544007/
"Washington Post kills six-figure ad calling for Trump to fire Elon Musk, fueling outcry over censorship",2025-02-18,nypost.com,0,uncategorized,6.611405,-23.708374,https://nypost.com/2025/02/18/business/washington-post-kills-ad-pushing-trump-to-fire-elon-musk-from-doge-report/
"Musk calls for U.S. to ""delete entire agencies"" at home and ""mind its own business"" at times abroad",2025-02-13,cbsnews.com,0,uncategorized,22.586271,-15.991917,https://www.cbsnews.com/sanfrancisco/news/musk-us-delete-entire-agencies-at-home-mind-own-business-abroad/
"Black Lives Matter leader rejects ‘performative, cult-like’ protests against Trump, Elon Musk’s DOGE team",2025-02-18,nypost.com,0,uncategorized,-2.7093685,2.3299255,https://nypost.com/2025/02/18/us-news/black-lives-matter-leader-rejects-protests-against-trump-elon-musks-doge-team/
Obama-appointed judge who became Trump rival during election interference case overseeing pivotal DOGE hearing,2025-02-17,foxnews.com,0,uncategorized,-11.738531,-11.036384,https://www.foxnews.com/politics/obama-appointed-judge-who-became-trump-rival-during-election-interference-case-overseeing-pivotal-doge-hearing
"Pam Bondi reacts to Elon Musk calling for ""wave of judicial impeachments""",2025-02-12,newsweek.com,0,uncategorized,-11.500587,-14.01433,https://www.newsweek.com/pam-bondi-elon-musk-judges-impeachment-2030319
Trump floated sending refund checks from DOGE savings to Americans. That could reignite inflation,2025-02-20,cnn.com,0,uncategorized,-6.9914556,33.0163,https://www.cnn.com/2025/02/20/business/doge-dividend-checks-plan-inflation/index.html
DOGE reveals Social Security Administration cuts,2025-02-19,newsweek.com,0,uncategorized,13.810697,23.894552,https://www.newsweek.com/doge-reveals-social-security-administration-cuts-2033081
'Fire Elon Musk' ad declined by The Washington Post; see the ad,2025-02-19,usatoday.com,0,uncategorized,6.9385085,-23.849869,https://www.usatoday.com/story/news/politics/2025/02/19/fire-elon-musk-ad-washington-post-common-cause/78953644007/
'Only takes 3': Dems push personal data protection to turn GOP against Elon Musk's DOGE,2025-02-19,foxnews.com,0,uncategorized,0.16572058,-10.65662,https://www.foxnews.com/politics/only-takes-3-dems-roll-out-anti-doge-pressure-campaign-targeting-slim-gop-majority
Does Elon Musk have access to IRS taxpayer data? What we know,2025-02-17,newsweek.com,0,uncategorized,5.763296,21.244572,https://www.newsweek.com/elon-musk-doge-irs-taxpayer-data-access-2032033
Elon Musk says some DOGE workers are federal employees,2025-02-18,newsweek.com,1,Elon Musk's Influence in Government,-6.885049,-1.1921328,https://www.newsweek.com/elon-musk-doge-employees-hannity-interview-2033017
How many children does Elon Musk have? What we know,2025-02-12,newsweek.com,0,uncategorized,33.3667,-9.486993,https://www.newsweek.com/elon-musk-children-kids-family-grimes-justine-wilson-2029982
"""Legitimate fear"" over DOGE access to Treasury raised by attorney",2025-02-12,newsweek.com,0,uncategorized,-13.474586,-12.044786,https://www.newsweek.com/legitimate-fear-over-doge-access-treasury-raised-attorney-2029878
"Elon Musk says ‘scary-smart’ Grok 3 outperforms rival AI chatbots, will release in about two weeks",2025-02-13,nypost.com,0,uncategorized,26.755732,-21.895678,https://nypost.com/2025/02/13/business/elon-musk-says-scary-smart-grok-3-outperforms-rival-chatbots/
Elon Musk says he’ll withdraw $97.4B OpenAI bid if Sam Altman abandons for-profit plans,2025-02-13,nypost.com,2,Elon Musk's OpenAI Bid,28.452635,-28.059294,https://nypost.com/2025/02/13/business/elon-musk-says-hell-withdraw-97-4b-openai-bid-if-sam-altman-abandons-for-profit-plans/
Musk Team Seeks Access to I.R.S. System With Taxpayers’ Records,2025-02-17,nytimes.com,0,uncategorized,7.446543,20.484894,https://www.nytimes.com/2025/02/17/us/politics/musk-irs-doge.html
Pete Hegseth orders defense leadership to draw up plans for huge budget cuts as DOGE enters the Pentagon: reportĀ,2025-02-19,nypost.com,0,uncategorized,-8.56662,17.931425,https://nypost.com/2025/02/19/us-news/pete-hegseth-orders-defense-leadership-to-draw-up-plans-for-steep-budget-cuts-as-doge-enters-the-pentagon-report/
"Key Republican governor applauds Trump frenetic pace, says DOGE needed to 'right size' Washington",2025-02-20,foxnews.com,0,uncategorized,-1.4638408,-8.731522,https://www.foxnews.com/politics/key-republican-governor-applauds-trump-frenetic-pace-says-doge-needed-right-size-washington
Fired Medicaid worker sends scathing message to Elon Musk,2025-02-16,newsweek.com,0,uncategorized,-16.647892,1.3337053,https://www.newsweek.com/fired-medicaid-worker-sends-scathing-message-elon-musk-2031905
"DOGE scores big court win, allowed access data on 3 federal agencies",2025-02-15,foxnews.com,0,uncategorized,-15.458238,-6.9542074,https://www.foxnews.com/politics/doge-scores-big-court-win-allowed-access-data-3-federal-agencies
Pay Attention to the Words Elon Musk Uses With DOGE,2025-02-18,nytimes.com,0,uncategorized,0.6521959,-4.241709,https://www.nytimes.com/2025/02/18/opinion/elon-musk-doge-congress-name.html
DOGE 'playbook' unveiled by GOP senator as Musk-led agency shakes up federal government,2025-02-12,foxnews.com,0,uncategorized,0.2829165,8.578378,https://www.foxnews.com/politics/doge-playbook-unveiled-gop-senator-musk-led-agency-shakes-up-federal-government
"Vocal opposition to Elon Musk's DOGE cuts is a 'terrible' strategy, warns ex-Democrat advisor",2025-02-19,foxnews.com,0,uncategorized,2.0277758,0.82797474,https://www.foxnews.com/media/vocal-opposition-elon-musks-doge-cuts-terrible-strategy-says-ex-democrat-advisor
"Acting U.S. attorney for D.C. opens inquiries into Democrats, alleging possible threats to DOGE, Supreme Court justices",2025-02-20,cbsnews.com,0,uncategorized,22.735327,6.3597517,https://www.cbsnews.com/news/acting-u-s-attorney-inquiry-schumer-possible-threat-doge-supreme-court-justices/
Grimes accuses ex Elon Musk of ignoring their child’s ‘medical crisis’: ‘I need him to f – – king respond’,2025-02-20,nypost.com,0,uncategorized,33.305466,-11.481865,https://nypost.com/2025/02/20/entertainment/grimes-accuses-elon-musk-of-ignoring-their-childs-medical-crisis/
"Jarrett says Trump admin will prevail against 'nonsense' legal challenges to Elon Musk, DOGE team's authority",2025-02-17,foxnews.com,1,Elon Musk's Influence in Government,-13.870379,-8.456467,https://www.foxnews.com/media/jarrett-says-trump-admin-prevail-against-nonsense-legal-challenges-elon-musk-doge-teams-authority
"Endeavor CEO Ari Emanuel finally a billionaire, sides with Elon Musk in fight for OpenAI",2025-02-17,nypost.com,0,uncategorized,29.797396,-27.236492,https://nypost.com/2025/02/17/business/ari-emanuel-hits-billionaire-status-sides-with-musk-in-fight-for-openai/
More than a dozen state attorneys general file lawsuit challenging Musk and DOGE's authority,2025-02-13,cbsnews.com,0,uncategorized,-14.868137,-9.220451,https://www.cbsnews.com/minnesota/news/state-attorneys-general-challenge-musk-doge/
Jack Schlossberg goes on foul-mouthed tirade against DOGE after JFK Library shuts down over cuts to taxpayer-funded staff,2025-02-19,nypost.com,0,uncategorized,-1.6974945,-6.0259066,https://nypost.com/2025/02/19/us-news/jack-schlossberg-goes-on-tirade-against-doge-after-jfk-library-shuts-down-over-cuts/
DOGE scraps Fauci museum exhibit as part of $182M in cuts,2025-02-10,nypost.com,0,uncategorized,-18.684607,27.915642,https://nypost.com/2025/02/10/us-news/doge-cancels-anthony-fauci-museum-exhibit-in-federal-cutting-spree/
DOGE focuses on millions in migrant hotels billed to US taxpayers as DHS Sec. Noem targets FEMA,2025-02-10,foxnews.com,0,uncategorized,16.09594,14.217761,https://www.foxnews.com/politics/doge-focuses-millions-migrant-hotels-billed-us-taxpayers-dhs-sec-noem-targets-key-agency
"India's Modi to meet with Trump, Musk on Thursday as trade tensions mount",2025-02-12,cnbc.com,0,uncategorized,19.315733,-21.572802,https://www.cnbc.com/2025/02/12/indias-modi-to-meet-with-trump-musk-as-trade-tensions-mount.html
"Trump, Musk emphasize the importance of 'full transparency' in DOGE efforts",2025-02-19,foxnews.com,0,uncategorized,1.7513759,3.2628124,https://www.foxnews.com/media/trump-musk-emphasize-importance-full-transparency-doge-efforts
Musk and Trump put on lovefest in Sean Hannity interview,2025-02-19,theguardian.com,0,uncategorized,16.680027,-3.557412,https://www.theguardian.com/us-news/2025/feb/18/musk-trump-interview-fox-news-sean-hannity
"Dems’ disagreement with DOGE: Letters to the Editor — Feb. 17, 2025",2025-02-16,nypost.com,0,uncategorized,5.1869936,7.2105336,https://nypost.com/2025/02/16/opinion/dems-disagreement-with-doge-letters/
How student loan borrowers can protect their data from DOGE,2025-02-18,newsweek.com,0,uncategorized,-11.176677,8.106343,https://www.newsweek.com/how-student-loan-borrowers-can-protect-data-doge-2032776
DOGE reveals how schools spent billions on expenses that had ‘little’ impact on students in COVID-relief funds,2025-02-21,nypost.com,0,uncategorized,-18.05538,15.0023,https://nypost.com/2025/02/21/us-news/doge-reveals-how-schools-spent-billions-on-expenses-that-had-little-impact-on-students-in-covid-relief-funds/
Musk’s ‘Doge’ guts nearly $1bn in US education department’s research office,2025-02-11,theguardian.com,0,uncategorized,-16.311642,11.06216,https://www.theguardian.com/us-news/2025/feb/11/doge-education-department-cuts-trump
Grimes Publicly Pleads with Elon Musk to Respond to Their Child's 'Medical Crisis',2025-02-21,breitbart.com,0,uncategorized,33.280895,-11.607311,https://www.breitbart.com/tech/2025/02/21/grimes-publicly-pleads-with-elon-musk-to-respond-to-their-childs-medical-crisis/
Democrats demand conflict-of-interest answers over Elon Musk ‘Doge’ role,2025-02-10,theguardian.com,0,uncategorized,-3.259915,-1.3142085,https://www.theguardian.com/us-news/2025/feb/10/democrats-elon-musk-doge
DOGE Should Tackle Health Care Fraud,2025-02-14,newsweek.com,0,uncategorized,-13.323496,23.455137,https://www.newsweek.com/if-doge-really-wants-make-government-more-efficient-it-should-start-health-care-fraud-opinion-2030872
"Kanye West exits X, credits Elon Musk with 'allowing me to vent' via venomous rants",2025-02-10,latimes.com,0,uncategorized,22.846828,-21.261948,https://www.latimes.com/entertainment-arts/story/2025-02-10/kanye-west-leaves-x-twitter-elon-musk-vent-hateful-rant
Elon Musk gushes over baby mama Shivon Zilis and kids in the middle of Ashley St. Clair controversy: ‘Cold-blooded’,2025-02-16,nypost.com,0,uncategorized,35.377037,-10.417177,https://nypost.com/2025/02/16/us-news/elon-musk-gushes-over-baby-mama-shivon-zilis-and-kids-in-the-middle-of-ashley-st-clair-controversy/
Maryland lawmakers rally outside Social Security Administration HQ in response to DOGE treasury access,2025-02-10,cbsnews.com,0,uncategorized,3.9513254,11.510793,https://www.cbsnews.com/baltimore/news/maryland-lawmakers-doge-social-security-medicare-medicaid/
"DOGE raises alarm over $4.7 trillion ""almost impossible"" to trace",2025-02-18,newsweek.com,0,uncategorized,-16.954449,18.288174,https://www.newsweek.com/doge-almost-impossible-trace-trillion-tas-treasury-2032470
"'Catastrophic results': Union, taxpayer groups take stab at DOGE in latest lawsuit over IRS data access",2025-02-18,foxnews.com,0,uncategorized,-15.7144165,-8.383212,https://www.foxnews.com/politics/catastrophic-results-union-taxpayer-groups-take-stab-doge-latest-lawsuit-irs-data-access
Joe Rogan defends ‘super genius’ Elon Musk and his DOGE crackdown: ‘Good for everybody’,2025-02-12,nypost.com,0,uncategorized,0.14656018,0.45359197,https://nypost.com/2025/02/12/us-news/joe-rogan-defends-super-genius-elon-musk-and-his-doge-crackdown-good-for-everybody/
Elon Musk defends DOGE in Oval Office as Trump orders agencies to comply with cuts,2025-02-11,cbsnews.com,0,uncategorized,-0.22846991,-1.039866,https://www.cbsnews.com/newyork/news/elon-musk-trump-doge-cuts/
Joe Rogan says 'nitwits' in government 'f---ed up' by locking horns with Elon Musk,2025-02-12,foxnews.com,0,uncategorized,2.6739135,-1.4635266,https://www.foxnews.com/media/joe-rogan-says-nitwits-government-f-ed-up-locking-horns-elon-musk
"MSNBC host demands Democrats 'show that you give a damn' about Trump, Musk in fiery rant",2025-02-16,foxnews.com,0,uncategorized,6.6895475,2.3094125,https://www.foxnews.com/media/msnbc-host-demands-democrats-show-you-give-damn-about-trump-musk-fiery-rant
OpenAI's board rejects bid from Elon Musk-led group,2025-02-14,latimes.com,2,Elon Musk's OpenAI Bid,27.504543,-27.446402,https://www.latimes.com/business/story/2025-02-14/openais-board-rejects-bid-from-elon-musk-led-group
Ashley St. Clair says Elon Musk is the father of baby she had in 2024,2025-02-17,usatoday.com,0,uncategorized,35.955505,-11.087012,https://www.usatoday.com/story/tech/news/2025/02/17/elon-musk-ashley-st-clair-children-kids/78744733007/
Elon Musk defends DOGE as Trump orders agencies to comply with cuts,2025-02-11,cbsnews.com,0,uncategorized,-0.23719402,-1.0259298,https://www.cbsnews.com/news/elon-musk-trump-doge-cuts/
Elon Musk and Jeff Bezos urged to save humanity from Earth-killer asteroid,2025-02-10,newsweek.com,0,uncategorized,19.403822,-14.984103,https://www.newsweek.com/elon-musk-jeff-bezos-asteroid-save-earth-2028666
"Key House Democrat rips Musk for usurping presidential powers, says some have discussed impeachment",2025-02-11,foxnews.com,0,uncategorized,1.5053519,0.029477706,https://www.foxnews.com/politics/key-house-dem-rips-musk-usurping-presidential-powers-says-some-have-discussed-impeachment
President Trump and Elon Musk sit down for 'Hannity' exclusive and more top headlines,2025-02-19,foxnews.com,0,uncategorized,16.762989,1.9008362,https://www.foxnews.com/us/president-trump-elon-musk-sit-hannity-exclusive-more-top-headlines
IRS reportedly preparing to give Musk’s Doge agency access to taxpayer data,2025-02-17,theguardian.com,0,uncategorized,6.933631,19.82052,https://www.theguardian.com/us-news/2025/feb/17/irs-musk-doge-taxpayer-data
"Elon Musk protests to target lawmakers, Tesla dealerships as progressives decry 'extremist cuts'",2025-02-18,foxnews.com,0,uncategorized,1.9574239,-16.809483,https://www.foxnews.com/politics/elon-musk-protests-target-lawmakers-tesla-dealerships-progressives-decry-extremist-cuts
OpenAI board rejects Elon Musk-led $97 billion purchase offer,2025-02-14,cnn.com,2,Elon Musk's OpenAI Bid,27.032986,-27.787636,https://www.cnn.com/2025/02/14/tech/openai-board-rejects-musk-purchase-offer/index.html
"Angry constituents confront GOP lawmakers on Trump, DOGE cuts",2025-02-21,usatoday.com,0,uncategorized,-1.3212065,-12.539012,https://www.usatoday.com/story/news/politics/2025/02/21/republicans-doge-elon-musk-angry-congress-trump/79433968007/
'Categorically untrue': Key government agency pushes back against media narratives of DOGE chaos,2025-02-12,foxnews.com,0,uncategorized,-15.695968,19.84102,https://www.foxnews.com/politics/categorically-untrue-key-government-agency-pushes-back-against-media-narratives-doge-chaos
DOGE slashes millions from Education Department research,2025-02-11,usatoday.com,0,uncategorized,-16.13561,11.766805,https://www.usatoday.com/story/news/education/2025/02/11/doge-musk-education-department-research/78411180007/
Judge Chutkan rejects bid to block Musk and DOGE from federal systems,2025-02-18,newsweek.com,1,Elon Musk's Influence in Government,-12.252604,-8.882222,https://www.newsweek.com/judge-chutkan-rejects-bid-block-musk-doge-federal-agency-systems-2032938
DOGE ends nearly $1B in federal education contracts to nix waste — and DEI,2025-02-11,nypost.com,0,uncategorized,-16.095497,12.635023,https://nypost.com/2025/02/11/us-news/doge-ends-nearly-1b-in-federal-education-contracts-to-nix-waste-and-dei/
"Judge sides with UC students, blocks DOGE from Education Department loan data",2025-02-11,latimes.com,0,uncategorized,-12.676947,8.408955,https://www.latimes.com/california/story/2025-02-11/uc-students-education-department-loan-data-lawsuit
DOGE scrutiny could 'take handcuffs off' police officers to do their jobs: expert,2025-02-11,foxnews.com,0,uncategorized,-14.93833,16.615847,https://www.foxnews.com/us/doge-scrutiny-could-take-handcuffs-off-police-officers-do-jobs-expert
"Top Republican urges new SBA chief take 'DOGE' actions against Biden-era electioneering, COVID loan claims",2025-02-20,foxnews.com,0,uncategorized,0.41690275,9.564458,https://www.foxnews.com/politics/top-republican-trumps-sba-chief-doge-biden-electioneering-covid-claims
Trump says he and Elon Musk ‘will be very upset’ if Fort Knox gold was stolen,2025-02-20,nypost.com,0,uncategorized,-27.655828,-19.493935,https://nypost.com/2025/02/20/us-news/trump-says-he-and-elon-musk-will-be-very-upset-if-fort-knox-gold-was-stolen/
"Don't stop at DOGE: How Trump, Musk can do what US needs",2025-02-13,usatoday.com,0,uncategorized,3.9738183,-9.587514,https://www.usatoday.com/story/opinion/columnist/2025/02/13/trump-musk-tax-cuts-economy-pennies-gulf-of-mexico/78419511007/
"Who’s in charge of DOGE? Not Elon Musk, White House says",2025-02-17,politico.com,1,Elon Musk's Influence in Government,-9.302413,-2.834799,https://www.politico.com/news/2025/02/17/doge-administrator-elon-musk-00204639?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication
"Musk will withdraw OpenAI bid if ChatGPT maker stays nonprofit, lawyers say",2025-02-13,cnbc.com,2,Elon Musk's OpenAI Bid,28.334545,-29.132032,https://www.cnbc.com/2025/02/13/musk-will-withdraw-openai-bid-if-chatgpt-maker-stays-nonprofit-lawyers.html
Judge Chutkan reluctant to restrain Elon Musk,2025-02-18,newsweek.com,1,Elon Musk's Influence in Government,-12.485484,-9.623645,https://www.newsweek.com/judge-tanya-chutkan-doge-department-government-efficency-federal-court-challenge-2032602
Federal employees union files lawsuits over CFPB shutdown and DOGE access,2025-02-10,cbsnews.com,0,uncategorized,-16.25425,-17.683657,https://www.cbsnews.com/news/cfpb-shutdown-doge-nteu-lawsuits/
Elon Musk breaks silence after conservative influencer Ashley St. Clair claims she gave birth to his 13th child,2025-02-15,nypost.com,0,uncategorized,34.996426,-10.483956,https://nypost.com/2025/02/15/us-news/conservative-influencer-has-been-working-privately-on-how-to-co-parent-child-with-elon-musk-rep-says/
Musk spotlights old limestone mine that still processes federal retirements by hand: ‘A time warp’,2025-02-12,nypost.com,0,uncategorized,-10.173572,2.7075999,https://nypost.com/2025/02/12/us-news/elon-musk-spotlights-old-limestone-mine-that-processes-federal-retirements-by-hand/
"""Big Brains"" behind ""Big Balls"" Legal firebrands powering Musk's DOGE",2025-02-10,newsweek.com,0,uncategorized,-15.339913,-10.469469,https://www.newsweek.com/donald-trump-doge-elon-musk-supreme-court-clerks-federal-government-cuts-2028872
Elon Musk targeted by lawyer in scathing letter,2025-02-20,newsweek.com,0,uncategorized,6.8596115,-4.395193,https://www.newsweek.com/doge-elon-musk-federal-cuts-lawyer-open-letter-marc-elias-norm-eisen-donald-trump-2033946
Trump floats idea to give Americans 20% of ‘savings’ from Doge cost-cutting,2025-02-20,theguardian.com,0,uncategorized,-7.120974,33.140556,https://www.theguardian.com/us-news/2025/feb/20/trump-doge-checks
DC US attorney probes Democrats Schumer and Garcia over alleged ‘threats against public officials’ — including Elon Musk,2025-02-20,nypost.com,0,uncategorized,22.699865,5.848002,https://nypost.com/2025/02/20/us-news/dc-us-attorney-investigates-democrats-schumer-and-garcia-over-alleged-threats-against-public-officials/
Trump and Musk question if there's gold in Fort Knox: what we know,2025-02-20,newsweek.com,0,uncategorized,-27.348925,-19.705187,https://www.newsweek.com/trump-musk-question-if-theres-gold-fort-knox-what-we-know-2033638
